LOC_RES(SINAVE),LAT_DECIMAL,LON_DECIMAL
POTRERO DE CORPUS,18.900625,-101.600017
POTURO,18.825209,-101.613593
PRESA DEL ROSARIO,19.067828,-102.407183
PRIMERO DE SEPTIEMBRE,18.87148,-102.193092
PÚCUARO,19.270836,-102.256514
PÚCUARO,19.437648,-100.49716
PUEBLO NUEVO,19.950894,-100.155804
PUEBLO NUEVO,18.553523,-103.592884
PUEBLO NUEVO,19.962594,-100.536037
PUEBLO NUEVO,19.763854,-100.965948
PUEBLO NUEVO,19.492877,-101.49366
PUEBLO NUEVO,20.245555,-101.942777
PUEBLO NUEVO,19.694593,-102.527269
PUEBLO VIEJO,19.473964,-100.70391
PUEBLO VIEJO,19.24116,-102.581306
PUEBLO VIEJO,19.557192,-101.136704
PUEBLO VIEJO,18.694371,-102.935355
PUEBLO VIEJO,18.214811,-102.449154
PUEBLO VIEJO,18.36559,-103.187067
PUEBLO VIEJO,18.259722,-102.710278
PUEBLO VIEJO,19.43792,-100.569744
PUEBLO VIEJO,18.874856,-101.708649
PUEBLO VIEJO,19.145119,-101.300272
PUEBLO VIEJO,19.592158,-101.260852
PUEBLO VIEJO,19.776411,-100.81572
PUEBLO VIEJO,19.092311,-101.362645
PUEBLO VIEJO,18.854105,-101.427925
PUEBLO VIEJO,20.124495,-102.608448
PUENTECILLAS (TERCERA MANZANA DE ZIRAHUATO),19.508236,-100.405657
PUERTA DE ALAMBRE (AYACUATO),19.024281,-102.449382
PUERTA DE COJUMATLÁN,20.103056,-102.816111
PUERTA DE LA PLAYA,18.996469,-101.753274
PUERTO AZUL (QUINTA MANZANA DE SAN FELIPE),19.479535,-100.397597
PUERTO COLORADO,19.395832,-101.07555
PUERTO COLORADO,19.384292,-100.597071
PUERTO COLORADO,19.258674,-100.91062
PUERTO DE BUENAVISTA (LÁZARO CÁRDENAS),19.687861,-101.127594
PUERTO DE TIMBUSCATÍO (LA ALCANTARILLA),19.267451,-100.484892
PUERTO DEL CERRO PELÓN (PUERTO DE SUSUPUATO),19.244508,-100.402821
PUERTO DEL OBISPO,19.520522,-100.44482
PUERTO ITZIAPO,19.455194,-100.517104
PUNTA DEL AGUA,18.060192,-102.447033
PUNTA DEL AGUA,19.095689,-102.667317
PUNTA DEL AGUA,18.127101,-102.834378
PURECHUCHO (EL BRASIL),18.580948,-100.88964
PURÉPERO,19.100772,-102.542362
PURÉPERO,19.537805,-102.321079
PURÉPERO DE ECHÁIZ,19.909963,-102.006741
PURUÁNDIRO,20.088665,-101.5152
PURUARÁN,19.094969,-101.522464
QUERÉNDARO,19.810028,-100.883487
QUERÉNDARO,19.728888,-102.39
QUIRINGUICHARO (LA HACIENDA),20.210297,-102.178993
QUIROGA,19.663786,-101.524003
RANCHO NUEVO,20.064139,-101.06074
RANCHO NUEVO,18.468472,-102.070739
RANCHO NUEVO,19.368192,-102.250804
RANCHO NUEVO,18.718666,-103.698372
RANCHO NUEVO,19.285555,-102.246389
RANCHO NUEVO,19.273333,-101.917222
RANCHO NUEVO,19.09064,-102.405307
RANCHO NUEVO,18.568031,-101.040083
RANCHO NUEVO,18.956621,-102.669086
RANCHO NUEVO,19.025827,-102.403013
RANCHO NUEVO,18.521318,-100.976617
RANCHO NUEVO,20.112249,-102.550843
RANCHO NUEVO,20.279565,-102.368947
RANCHO NUEVO,19.787292,-101.207237
RANCHO NUEVO,18.617495,-102.30233
RANCHO NUEVO,18.400278,-102.653611
RANCHO NUEVO,18.801111,-101.39
RANCHO NUEVO,20.020222,-102.244805
RANCHO NUEVO (COLIMILLA),19.06908,-101.766006
RANCHO NUEVO (JOYAS DEL PEDREGAL),19.968585,-102.354539
RANCHO NUEVO (PUEBLO NUEVO),18.935417,-102.062637
RANCHO SECO,20.020825,-101.174017
RANCHO SECO,19.125525,-102.405693
RANCHO SECO,20.202056,-101.836112
RANCHO SECO,19.759439,-102.028606
RANCHO SECO,19.307758,-101.962698
RANCHO SECO,19.496859,-100.925736
RANCHO SIN NOMBRE,,
RANCHO VIEJO,19.248333,-100.417499
RANCHO VIEJO,18.240155,-102.392174
RANCHO VIEJO,18.458268,-102.251636
RANCHO VIEJO,18.8425,-103.317777
RANCHO VIEJO,18.471944,-102.251667
RANCHO VIEJO,18.881964,-102.759261
RANCHO VIEJO,19.164064,-100.44303
RANCHO VIEJO,19.352201,-102.184956
RANCHO VIEJO,19.498576,-101.262688
RANCHO VIEJO,18.426905,-103.297037
RANCHO VIEJO,18.308056,-102.590277
RANCHO VIEJO,18.668134,-103.230552
RANCHO VIEJO,18.764051,-103.061524
RANCHO VIEJO,18.735172,-102.833753
RANCHO VIEJO,18.979642,-101.028311
RANCHO VIEJO,18.920922,-103.07888
RANCHO VIEJO,18.836856,-103.310894
RANCHO VIEJO,19.038688,-101.495869
RANCHO VIEJO,18.740217,-101.417804
RANCHO VIEJO,18.863322,-101.404424
RANCHO VIEJO,18.893407,-101.554986
RANCHO VIEJO,19.355695,-102.095217
RINCÓN DE CEDEÑOS (RINCÓN DE DOLORES),,
RINCÓN DE COFRADÍA,19.594417,-100.449941
RINCÓN DE CORUCHA,19.541642,-100.432607
RINCÓN DE CURUNGUEO (SEGUNADA MANZANA DE CURUNGUEO),19.48679,-100.349534
RINCÓN DE LA ERATZICUA,19.41676,-101.227365
RINCÓN DE LA YERBABUENA (RINCÓN DEL BURRO),19.027607,-101.666707
RINCÓN DE NICOLÁS ROMERO (CEDROS TERCERA MANZANA),19.414953,-100.306677
RINCÓN DE SAN ANDRÉS,20.066226,-102.748687
RINCÓN DE SÁNCHEZ,19.567368,-100.475895
RINCÓN DE VALDÉS,18.258701,-102.043871
RINCÓN DEL AHORCADO,19.365838,-100.310332
RINCÓN GRANDE,20.217399,-102.172693
RÍO DE PARRAS (OTZUMATLÁN),19.775277,-100.865392
RODEO,19.306082,-100.471218
ROMERO DE GUZMÁN,20.02985,-102.259172
ROMERO DE TORRES,20.023422,-102.253277
ROSAS DE GUADALUPE [KILÓMETRO CATORCE],19.683161,-101.068682
RUBALCABO,,
SABINO BUENAVISTA,20.078219,-101.587872
SAHUAYO DE MORELOS,20.057684,-102.716797
SALGUERO,18.410278,-100.626944
SALITRE DE COPALA,18.788611,-103.408611
SALITRE DE ESTOPILA,18.511433,-103.355813
SALITRILLO,18.829501,-103.118162
SALITRILLO,18.677247,-103.147388
SALITRILLO,19.027415,-101.049355
SALITRILLO,18.824661,-101.424189
SALITRILLO,19.508358,-100.911195
SAN ANDRÉS CORU,19.466499,-101.943793
SAN ÁNGEL ZURUMUCAPIO,19.448938,-101.889441
SAN ANTONIO GUARACHA,19.947571,-102.556489
SAN ANTONIO LA LABOR,19.028355,-102.300169
SAN ANTONIO OCAMPO,19.93472,-102.137879
SAN BARTOLO CUITAREO,19.657752,-100.5993
SAN BENITO,19.706944,-102.320555
SAN BENITO,20.246249,-100.320528
SAN CARLOS COAPA,19.559273,-101.294432
SAN DIEGO BUENAVISTA,20.115726,-101.786865
SAN DIEGO CURUCUPATZEO,19.280689,-101.128433
SAN FELIPE LOS ALZATI (COLONIA NUEVA),19.489772,-100.374006
SAN FERNANDO,20.273747,-101.950899
SAN FERNANDO,19.046543,-102.401074
SAN FRANCISCO CURUNGUEO,19.465441,-100.344528
SAN FRANCISCO PERIBÁN,19.557536,-102.399789
SAN FRANCISCO PICHÁTARO,19.571753,-101.806091
SAN GREGORIO,19.403022,-101.538481
SAN GREGORIO,19.850651,-101.046058
SAN GREGORIO,20.194406,-102.549508
SAN IGNACIO,18.645663,-100.944759
SAN IGNACIO,18.937716,-101.680167
SAN IGNACIO,20.177676,-100.200709
SAN IGNACIO,19.539381,-102.466394
SAN ISIDRO,19.849475,-101.572584
SAN ISIDRO,19.952831,-100.547492
SAN ISIDRO,20.369747,-102.094173
SAN ISIDRO,19.480228,-100.663738
SAN ISIDRO,18.163889,-102.901944
SAN ISIDRO,18.240866,-102.644178
SAN ISIDRO,19.564721,-100.761683
SAN ISIDRO,19.847611,-101.035925
SAN ISIDRO,19.200395,-101.908318
SAN ISIDRO,19.862232,-100.996041
SAN ISIDRO,19.738348,-102.297089
SAN ISIDRO,20.137346,-101.810111
SAN ISIDRO,19.643442,-101.828571
SAN ISIDRO,19.408147,-102.532083
SAN ISIDRO,18.96777,-102.41713
SAN ISIDRO,20.021371,-100.999476
SAN ISIDRO,18.986623,-101.934377
SAN ISIDRO,19.768055,-100.203611
SAN ISIDRO,19.055574,-101.393239
SAN ISIDRO,19.516199,-100.912287
SAN ISIDRO,20.033717,-102.393345
SAN ISIDRO DE LA CUESTA,20.144444,-101.601111
SAN ISIDRO DE LA ROSA (EL CERRO),20.055616,-102.873218
SAN ISIDRO TECUILUCA,19.074425,-102.885779
SAN JERÓNIMO,18.381807,-100.673199
SAN JERÓNIMO,19.686712,-100.636466
SAN JERÓNIMO,18.531838,-101.324691
SAN JERÓNIMO,18.248719,-102.690909
SAN JERÓNIMO,20.036702,-100.285769
SAN JERÓNIMO,18.550104,-103.430716
SAN JERÓNIMO PURENCHÉCUARO,19.677499,-101.612455
SAN JOSÉ APUPÁTARO,19.518507,-102.500256
SAN JOSÉ CAYACO,18.91001,-101.766056
SAN JOSÉ DE CHUÉN,19.275946,-101.758359
SAN JOSÉ DE GRACIA,19.585277,-102.323333
SAN JOSÉ DE GRACIA,19.990238,-103.021504
SAN JOSÉ DE LA MONTAÑA,,
SAN JOSÉ DE LAS CAÑAS,,
SAN JOSÉ DE LAS CIDRAS,19.368909,-101.143053
SAN JOSÉ DE RÁBAGO,20.163056,-101.894722
SAN JOSÉ DEL MALUCO,20.145706,-101.686423
SAN JOSÉ DEL REPARO,20.206831,-101.520932
SAN JOSÉ DEL RINCÓN (EL RINCÓN DE TAIMEO),19.863769,-100.781057
SAN JOSÉ GRANDE,19.223381,-101.560287
SAN JOSÉ HUIPANA,20.278629,-101.469368
SAN JOSÉ PIEDRAS BLANCAS,19.238228,-102.766037
SAN JOSÉ PURÚA,19.488526,-100.493308
SAN JUAN BOSCO,18.082273,-102.298085
SAN JUAN DE ALIMA,18.584103,-103.671794
SAN JUAN DE DIOS,19.605775,-102.471215
SAN JUAN DE DIOS,19.760285,-100.16311
SAN JUAN DE DIOS,19.193446,-100.582634
SAN JUAN DE LOS PLÁTANOS,19.136585,-102.439497
SAN JUANITO ITZÍCUARO,19.672024,-101.254041
SAN LORENZO QUERÉNDARO,19.667312,-100.490456
SAN LUCAS,18.591411,-100.784752
SAN LUCAS PÍO,19.794464,-100.926095
SAN LUIS,18.075277,-102.301111
SAN LUIS,19.649909,-100.399317
SAN LUIS,19.839982,-100.941844
SAN LUIS,18.200314,-103.024173
SAN LUIS,19.527646,-102.591853
SAN MARCOS,18.638472,-100.779417
SAN MARCOS,19.674444,-102.308611
SAN MARCOS,19.395131,-102.106197
SAN MARCOS,18.846081,-103.285109
SAN MARCOS,19.793889,-101.171944
SAN MARCOS,19.30919,-101.977709
SAN MARTÍN,18.015321,-102.275024
SAN MARTÍN,18.992076,-102.149817
SAN MARTÍN,19.075175,-102.291242
SAN MARTÍN,20.215554,-101.61667
SAN MARTÍN BUENOS AIRES (PIEDRA PARTIDA),19.294934,-102.115852
SAN MARTÍN DE LA LUZ,18.645301,-101.806606
SAN MARTÍN TOTOLÁN,19.986246,-102.680623
SAN MIGUEL,20.26221,-102.579207
SAN MIGUEL,19.99878,-101.145621
SAN MIGUEL,20.040135,-101.644646
SAN MIGUEL,19.451779,-101.191889
SAN MIGUEL,18.590019,-101.03552
SAN MIGUEL,19.196399,-102.664607
SAN MIGUEL,20.051873,-102.950984
SAN MIGUEL,18.988599,-102.155134
SAN MIGUEL,19.327499,-101.919722
SAN MIGUEL,18.538333,-102.392777
SAN MIGUEL,19.196739,-100.567834
SAN MIGUEL,19.957356,-102.596834
SAN MIGUEL (EL AGUACATE),18.648426,-103.125085
SAN MIGUEL CHICHIMEQUILLAS,19.420222,-100.363014
SAN MIGUEL DEL RÍO (LO DE LUNA),18.870113,-103.578879
SAN MIGUEL MONTECILLOS,,
SAN MIGUEL TAIMEO,19.843681,-100.796261
SAN NICOLÁS,18.415278,-100.591111
SAN NICOLÁS,19.080157,-101.163337
SAN NICOLÁS,20.175968,-101.517789
SAN NICOLÁS,19.420864,-102.23813
SAN NICOLÁS,20.125967,-101.925988
SAN NICOLÁS,19.683889,-100.45979
SAN NICOLÁS,19.64107,-102.685547
SAN NICOLÁS,20.310591,-102.001722
SAN NICOLÁS,19.178843,-102.917755
SAN NICOLÁS ARROYO HONDO,18.534803,-100.861393
SAN NICOLÁS TUMBASTATIRO (CAÑADA DE ABAJO),,
SAN PEDRITO,18.485116,-100.825201
SAN PEDRITO,19.418888,-101.615556
SAN PEDRITO,19.547288,-101.623787
SAN PEDRO,19.811944,-100.373055
SAN PEDRO,19.886328,-101.194563
SAN PEDRO,19.63231,-101.285405
SAN PEDRO,18.924239,-103.268217
SAN PEDRO,19.246272,-100.438903
SAN PEDRO,20.200359,-101.726454
SAN PEDRO,19.290719,-101.166699
SAN PEDRO,19.059441,-100.808525
SAN PEDRO [COLONIA],19.672661,-101.950305
SAN PEDRO [COLONIA],19.467634,-100.486644
SAN PEDRO [CRIBAS],,
SAN PEDRO BARAJAS,18.783922,-102.051745
SAN PEDRO CAHRO,20.115974,-102.652361
SAN PEDRO EL GRANDE,18.52659,-100.795442
SAN PEDRO JÁCUARO (LAS JOYAS),19.714515,-100.644566
SAN PEDRO JORULLO,18.891359,-101.737931
SAN PEDRO NARANJESTIL,18.300195,-103.133149
SAN PEDRO TARÍMBARO,19.88858,-100.223053
SAN PEDRO TARÍMBARO,19.80463,-100.224099
SAN RAFAEL,18.538134,-101.388659
SAN RAFAEL,18.597206,-101.041656
SAN RAFAEL,18.095239,-102.231155
SAN RAFAEL,19.061124,-100.986678
SAN RAFAEL,19.951055,-100.215789
SAN RAFAEL,18.677808,-100.934537
SAN RAFAEL,19.41758,-100.727312
SAN RAFAEL,19.672101,-102.424681
SAN RAFAEL,18.743345,-103.657366
SAN RAFAEL,19.769969,-100.372896
SAN RAFAEL,19.297056,-101.648929
SAN RAFAEL,18.595054,-103.13955
SAN RAFAEL,19.730449,-100.223644
SAN RAFAEL,19.585525,-101.53192
SAN RAFAEL,19.475305,-102.078297
SAN RAFAEL (EL GUAYABITO),18.836608,-101.056527
SAN SEBASTIÁN,19.887327,-101.30564
SAN SEBASTIÁN,19.572646,-102.481865
SAN SEBASTIÁN EL GRANDE,,
SAN SIMÓN,20.119441,-102.373324
SAN VICENTE,20.161006,-100.29905
SAN VICENTE,19.977319,-101.721891
SAN VICENTE,19.225732,-101.348801
SAN VICENTE,19.274885,-101.84653
SAN VICENTE,18.727516,-103.686474
SAN VICENTE,19.510364,-102.665257
SAN VICENTE (LA LOMA),20.202689,-102.121356
SAN VICTORIANO,19.555041,-100.457041
SANCHIQUEO,18.72362,-101.231145
SANGUIJUELAS,20.110944,-102.056926
SANGUIJUELAS,20.263333,-101.424444
SANTA ANA,17.963084,-102.288214
SANTA ANA,19.425869,-100.789596
SANTA ANA,18.518792,-101.007363
SANTA ANA,19.39137,-101.772589
SANTA ANA,19.755556,-100.298055
SANTA ANA,19.596389,-100.373333
SANTA ANA,19.502969,-102.627051
SANTA ANA,19.581941,-100.469875
SANTA ANA (SANTANA),,
SANTA ANA AMATLÁN,19.161289,-102.539321
SANTA ANA DE GUERRERO (EL CASCABEL),19.276999,-100.441796
SANTA ANA PACUECO,,
SANTA BÁRBARA,18.685582,-101.085665
SANTA BÁRBARA,18.578162,-101.168267
SANTA BÁRBARA,19.178438,-102.095589
SANTA BÁRBARA,18.690833,-101.061111
SANTA BÁRBARA,19.970263,-102.777988
SANTA BÁRBARA,19.377202,-102.029702
SANTA BÁRBARA,20.194713,-102.016924
SANTA CASILDA,19.151828,-101.953379
SANTA CATARINA,20.288889,-102.007222
SANTA CATARINA,19.373739,-102.202605
SANTA CATARINA,19.288748,-102.392155
SANTA CATARINA,19.2059,-101.111797
SANTA CATARINA,19.549585,-100.47281
SANTA CLARA,20.179126,-101.436385
SANTA CLARA,18.082777,-102.35
SANTA CLARA DE VALLADARES,19.639606,-102.489146
SANTA CLARA DEL COBRE,19.406085,-101.639797
SANTA CLARA DEL TULE,19.822382,-100.826289
SANTA CRUZ,19.025408,-102.28924
SANTA CRUZ,18.605994,-101.120332
SANTA CRUZ,19.048764,-101.022058
SANTA CRUZ,19.994016,-102.323238
SANTA CRUZ,19.321417,-100.452206
SANTA CRUZ,19.9095,-100.560542
SANTA CRUZ,19.840409,-102.090754
SANTA CRUZ,19.853946,-101.157966
SANTA CRUZ,19.764702,-100.16921
SANTA CRUZ,19.608311,-101.53094
SANTA CRUZ,19.838552,-100.795201
SANTA CRUZ DE VILLA GÓMEZ,18.374351,-100.630126
SANTA EDUWIGES (LA HACIENDA),20.199018,-102.005028
SANTA EFIGENIA,19.051154,-101.815232
SANTA ELENA,19.206039,-102.136296
SANTA ELENA,18.675153,-101.112343
SANTA ELENA,20.248644,-101.939891
SANTA ELENA,18.664541,-101.567766
SANTA ELENA,18.188889,-102.861944
SANTA ELENA,18.926789,-101.03254
SANTA ELENA,19.858258,-100.407674
SANTA ELENA DE LA CRUZ,,
SANTA FE DE LA LAGUNA,19.67304,-101.556302
SANTA INÉS,19.853671,-101.326654
SANTA INÉS,19.700919,-100.464515
SANTA INÉS,19.711748,-102.548526
SANTA INÉS,19.603967,-100.894872
SANTA INÉS,19.919459,-102.645192
SANTA INÉS (LA HACIENDITA),19.220126,-100.414198
SANTA MARÍA,18.786561,-101.071638
SANTA MARÍA,19.674444,-101.184166
SANTA MARÍA,18.572942,-101.541401
SANTA MARÍA,19.263816,-100.483855
SANTA MARÍA,19.850192,-102.632067
SANTA MARÍA,19.770717,-101.213755
SANTA MARÍA,19.776638,-101.128806
SANTA MARÍA (LA SOLEDAD),19.398179,-101.93527
SANTA MARÍA DE OSTULA,18.503671,-103.47753
SANTA MARÍA MIRAMAR,18.734722,-103.585277
SANTA RITA,18.697526,-101.038404
SANTA RITA,19.905146,-101.261482
SANTA RITA,19.175785,-101.150504
SANTA RITA,19.121857,-101.703386
SANTA RITA,19.082055,-102.248833
SANTA RITA,19.151261,-101.312026
SANTA RITA,19.872499,-100.495955
SANTA RITA,19.395974,-101.703993
SANTA RITA,19.012384,-100.608946
SANTA RITA,18.982954,-101.58051
SANTA ROSA,18.552628,-101.332087
SANTA ROSA,19.105799,-102.447511
SANTA ROSA,19.243328,-100.447589
SANTA ROSA,19.596507,-102.462441
SANTA ROSA,19.21527,-101.428474
SANTA ROSA,19.029249,-102.388072
SANTA ROSA,19.317082,-101.801659
SANTA ROSA,19.132662,-102.509483
SANTA ROSA,18.798987,-101.624286
SANTA ROSA,19.66648,-100.507558
SANTA ROSA,19.744166,-102.285
SANTA ROSA,19.859827,-100.451627
SANTA ROSA,18.603047,-100.983104
SANTA ROSA,19.509833,-102.696009
SANTA ROSA,19.389065,-102.033847
SANTA TERESA,18.636456,-101.180559
SANTA TERESA,19.971034,-101.635895
SANTA TERESA,19.031388,-101.026388
SANTA TERESA,19.336692,-100.93038
SANTA TERESA,19.48576,-102.022283
SANTA TERESA,19.389726,-101.92371
SANTAS MARÍAS,18.665608,-103.371115
SANTAS MARÍAS,19.454693,-101.20528
SANTAS MARÍAS,18.763056,-102.620555
SANTAS MARÍAS,19.254069,-101.528492
SANTAS MARÍAS,19.267017,-101.077235
SANTAS MARÍAS,19.286417,-101.281431
SANTAS MARÍAS,18.564529,-103.407159
SANTAS MARÍAS,18.62884,-103.103602
SANTAS MARÍAS,19.241439,-100.962465
SANTAS MARÍAS,19.475453,-100.862509
SANTAS MARÍAS,19.299824,-100.939174
SANTAS MARÍAS,19.388242,-100.980844
SANTAS MARÍAS,19.556344,-101.090086
SANTIAGO ACAHUATO,19.150264,-102.329759
SANTIAGO CONGURIPO,18.511106,-101.107981
SANTIAGO CONGURIPO,20.189105,-101.705662
SANTIAGO TANGAMANDAPIO,19.953995,-102.4328
SANTIAGO UNDAMEO,19.594843,-101.284208
SANTIAGUILLO,18.255287,-103.021285
SANTO TOMÁS,19.845156,-102.085264
SAUZ DE LA SIERRA,18.811453,-101.499121
SEIS PALOS (QUINTA MANZANA DE SAN MIGUEL),19.386242,-100.361401
SILVA DE ABAJO,19.38891,-100.344217
SIN AGUA,20.055191,-102.828554
SIN AGUA,19.21166,-101.538327
SIN AGUA,18.702368,-102.903978
SIN AGUA (RANCHO NUEVO),18.720846,-101.833136
SOLEDAD GRANDE,19.311673,-100.721313
SOLERA DE AGUA,18.023497,-102.434407
SURCUA,,
SUSUPUATO DE GUERRERO,19.215154,-100.408334
TACÁMBARO DE CODALLOS,19.235536,-101.457328
TACÁTZCUARO,19.730812,-102.547528
TAFETÁN,19.418899,-100.907626
TAFOLLA (JOSÉ MARÍA TAFOLLA),20.249801,-101.552641
TAHUEJO,18.98608,-101.269973
TAHUEJO,19.319343,-101.95995
TAHUENAMBO (TABUENAMBO),19.007497,-101.74017
TAIXTÁN,19.047204,-102.918167
TAMÁNDARO,19.947374,-102.283888
TAMATA,19.272075,-100.583909
TAMO,18.758874,-101.912826
TANAQUILLO,19.846904,-102.098804
TANAQUILLO,19.98905,-102.060051
TANCÍTARO,19.337497,-102.363034
TANGANCÍCUARO DE ARISTA,19.888234,-102.208453
TANHUATO DE GUERRERO,20.283811,-102.32764
TANIMIRECHE,19.87761,-101.38358
TANQUE DE PEÑA,,
TARACATÍO,19.28355,-100.58685
TARECUATO,19.844748,-102.464661
TARETAN,19.334562,-101.917904
TARÍMBARO,19.795665,-101.176391
TARIMORO,19.149243,-101.45351
TARIMORO,19.741944,-100.42611
TARIMORO,20.239599,-102.335676
TARIMORO,19.913604,-102.630681
TAVERA,19.061891,-101.557589
TAVERA,19.463294,-102.045375
TAZUMBOS,,
TECARIO,18.70456,-101.140796
TECARIO,19.231164,-101.544769
TECARIO,19.508704,-100.75971
TECOMÁN,,
TECOMATÁN,20.115047,-102.499021
TEHUANTEPEC,18.686951,-103.298918
TENDEPARACUA,19.8925,-101.433611
TEOLÁN,18.07843,-102.730802
TEPALCATEPEC,19.191366,-102.843707
TEPEHUAJES,19.266152,-101.124551
TEPEHUAJES,19.530972,-100.945065
TEPENAHUA,19.168108,-101.851327
TEQUECARÁN,19.2249,-102.065169
TERCERA MANZANA DE MANZANILLOS (EL RANCHO),19.442928,-100.274543
TERRANOVA II,19.779529,-101.128835
TERRENATE,19.295394,-101.929426
TERRERO DE ZICUIRÁN (LOS TERRERITOS),18.884737,-101.982414
TICUITACO (TOCUITACO),20.274921,-102.008253
TIERRAS BLANCAS,19.944716,-102.160403
TIERRAS BLANCAS,18.578828,-103.44239
TIERRAS BLANCAS,18.730936,-102.912705
TIERRAS BLANCAS,18.769027,-100.952564
TIERRAS BLANCAS,18.766068,-101.365967
TIERRAS BLANCAS,20.081978,-102.269853
TIERRAS BLANCAS,19.905938,-100.815126
TIMBUSCATÍO,19.271114,-100.502699
TINAJA DE VARGAS,20.208453,-102.294287
TINGAMBATO,19.130555,-100.390277
TINGAMBATO,19.501894,-101.853476
TINGÜINDÍN,,
TIPITARILLO,19.295954,-101.816931
TIPÍTARO,19.256427,-101.850851
TIQUICHEO,18.900489,-100.736454
TIRÍNDARO,19.770826,-101.744836
TIRIPETÍO,19.5502,-101.345452
TIRIPETÍO,19.252646,-100.586819
TIZUPAN,18.226094,-103.129657
TLAPEHUALA,,
TLAZAZALCA,19.971235,-102.056679
TOCUMBO,19.703293,-102.520959
TOLUCA DE LERDO,,
TOMA DE AGUA,19.431018,-100.291714
TOMEN,18.560946,-103.500518
TOMENDÁN,19.310771,-101.859896
TONALÁ,,
TOREO ALTO (TOREO EL ALTO),19.459626,-102.002251
TOREO BAJO (EL TOREO BAJO),19.445896,-102.004074
TORRECILLAS,20.085555,-102.011111
TORRECILLAS,19.672282,-102.774424
TORRECILLAS,19.600414,-101.195701
TRES MEZQUITES,20.263656,-101.625766
TRINIDAD DE LOS ÁNGELES (LA JABONERA),,
TROJES,18.929819,-103.338699
TRUCHAS,19.285308,-101.112892
TUMBISCATÍO DE RUIZ,18.5248,-102.375022
TUMBISCATÝO UNO,,
TUNÁCUARO,18.683252,-100.90504
TUNÁCUARO,19.234949,-101.685816
TUNÁCUARO,19.380685,-101.281016
TURICATO,19.053758,-101.419793
TURIO,19.252122,-101.184593
TURITZIO,18.527483,-100.946099
TURUNDEO,19.618666,-100.47934
TUXPAN,19.56796,-100.463778
TUZANTLA,19.207606,-100.573063
TZINTZIMEO,19.870247,-100.978421
TZIRITZÍCUARO,19.048021,-101.988381
TZIRITZÍCUARO,18.497481,-100.860458
TZITZIO,19.58551,-100.924651
UNIÓN JUÁREZ (AGUA GORDA),20.182913,-101.611812
URAPA,18.632029,-100.911371
URAPA,19.104131,-101.67825
URUAPAN,19.420887,-102.062799
URUÉTARO,18.827978,-101.101982
URUÉTARO,19.792024,-101.086903
URUNDANEO,19.837363,-101.378015
URURUTA,20.043889,-101.606667
USPERO (REYNOSA),19.01482,-102.266773
USPIO,18.660284,-100.921169
VALLE DE GUADALUPE,19.911497,-102.139579
VALLE DE JUÁREZ (JERÁHUARO),19.881113,-100.643586
VALLE VERDE,18.716093,-103.700675
VALLE VERDE,19.045101,-102.39203
VALLE VERDE,19.472684,-100.355568
VEINTE DE NOVIEMBRE,19.069649,-102.248101
VEINTE DE NOVIEMBRE,19.451131,-100.438096
VICENTE GUERRERO,19.073497,-102.541505
VICENTE RIVA PALACIO,18.366212,-100.662067
VILLA ERÉNDIRA (EL TRES),19.175134,-101.891919
VILLA JIMÉNEZ,19.922266,-101.749292
VILLA VICTORIA,18.758168,-103.3678
VILLACHUATO,20.150109,-101.632938
VILLAMAR,20.020855,-102.595778
VILLANUEVA (VILLA NUEVA),20.323242,-102.356988
VISTA HERMOSA,19.847709,-100.481395
VISTA HERMOSA,19.754848,-102.628172
VISTA HERMOSA,20.123945,-100.265972
VISTA HERMOSA,19.807533,-102.296033
VISTA HERMOSA,18.040662,-102.390215
VISTA HERMOSA,18.453346,-103.169646
VISTA HERMOSA,19.816835,-101.906812
VISTA HERMOSA DE NEGRETE,20.273114,-102.473645
XAYAKALAN,18.504465,-103.577757
XICOTÉNCATL DOS,,
YRANCHE,19.263381,-100.797182
YURÉCUARO,20.341089,-102.282425
ZACAPU,19.818618,-101.792859
ZACAPU 1,,
ZACATULA,,
ZAMORA DE HIDALGO,19.983579,-102.285957
ZAPOTÁN,18.70937,-103.598586
ZAPOTE,19.309119,-101.030289
ZAPOTE,18.925555,-100.670833
ZAPOTE DE FERNÁNDEZ,18.908231,-103.449308
ZAPOTE DE JORULLO,18.91467,-101.717407
ZAPOTE DE LAS CUATAS,18.785965,-102.115189
ZARAGOZA,20.345049,-101.963458
ZÁRATE,19.286898,-101.09678
ZÁRATE,20.025855,-101.363358
ZÁRATE,18.920741,-101.438367
ZICATA CHICO (ZICATA CHICO DE MORELOS),19.314174,-100.393979
ZICUIRÁN,18.500206,-100.951626
ZICUIRÁN,18.880804,-101.971674
ZINAPÉCUARO DE FIGUEROA,19.860275,-100.827582
ZIPAQUÍO,20.219112,-102.066476
ZIQUÍTARO,20.062222,-101.888889
ZIRACUARETIRO,19.417137,-101.910188
ZIRAHUATO DE LOS BERNAL,19.52105,-100.407057
ZIRASPÉN,19.426864,-101.935078
ZIRIMÍCUARO,19.406198,-101.957461
ZITÁCUARO [PARQUE INDUSTRIAL],19.449944,-100.289341
ZURUMBENEO,19.699914,-101.011016
,,
