LOC_RES(SINAVE),LAT_DECIMAL,LON_DECIMAL
EL TEPEHUAJE,18.213245,-102.696296
EL TEPEHUAJE,19.23528,-102.258255
EL TEPEHUAJE,18.923033,-102.821013
EL TEPEHUAJE,20.070505,-102.397992
EL TEPEHUAJE,18.717785,-100.978957
EL TEPEHUAJE,19.26314,-102.182104
EL TEPEHUAJE,18.974685,-101.044649
EL TEPEHUAJE,18.883889,-102.896944
EL TEPEHUAJE,19.034258,-100.730326
EL TEPEHUAJE,19.235277,-101.001944
EL TEPEHUAJE,18.611901,-102.458002
EL TEPEHUAJE,19.394755,-100.997771
EL TEPEHUAJE,19.185641,-100.86841
EL TEPETATE,19.52361,-100.622549
EL TEPETATE,19.373824,-101.581876
EL TEPETATE,18.959435,-103.266735
EL TEPETATE,18.854084,-101.924824
EL TEPETATE,19.417037,-102.263074
EL TEPETATE,18.9913,-102.515008
EL TEPETATE,18.793924,-102.113255
EL TERRERO,18.649444,-103.1625
EL TERRERO,19.230247,-101.524327
EL TERRERO,19.05321,-102.649567
EL TERRERO,19.936805,-102.433444
EL TERRERO,19.441644,-100.723363
EL TERRERO,19.859803,-100.345414
EL TERRERO,18.42049,-103.16705
EL TERRERO,19.37439,-101.090573
EL TERRERO,18.413212,-103.285656
EL TERRERO,19.497687,-101.300662
EL TERRERO,19.908605,-100.192131
EL TERRERO,19.780239,-102.766082
EL TERRERO,18.956306,-100.57107
EL TERRERO,18.966813,-100.712451
EL TERRERO,18.53184,-102.350881
EL TERRERO,18.99393,-101.351642
EL TERRERO,19.129444,-100.601389
EL TERRERO (EL CUATRO),18.992947,-101.866158
EL TESCALAME,19.318421,-102.60513
EL TESORERO (ALTAMIRA),19.00146,-102.374773
EL TICUIZ,18.663877,-103.68513
EL TIMBIRICHE,18.409722,-102.845
EL TIMBIRICHE,19.370303,-102.501567
EL TIMBIRICHE,18.663056,-101.508056
EL TIMBIRICHE,19.068963,-101.070514
EL TIMBIRICHE,18.583075,-102.391641
EL TIMBIRICHE,18.814247,-101.391756
EL TIMBIRICHE,19.35384,-100.592373
EL TREMESINO,19.186565,-100.440125
EL TROJE,20.200071,-101.766905
EL TROJE,19.32891,-100.353189
EL VALLE (EL VALLECITO),19.009547,-101.790404
EL VARAL (EL OREJANO),18.985277,-102.290555
EL VOLADERO,18.623451,-100.779305
EL ZAPOTAL,18.661576,-103.670827
EL ZAPOTE,18.737117,-102.716387
EL ZAPOTE,18.796609,-101.171855
EL ZAPOTE,18.819476,-102.856685
EL ZAPOTE,18.742808,-102.438653
EL ZAPOTE,19.30445,-102.226363
EL ZAPOTE,18.789325,-102.75769
EL ZAPOTE,19.317525,-101.176121
EL ZAPOTE,18.128769,-102.245961
EL ZAPOTE,18.291336,-103.345939
EL ZAPOTE,19.955674,-101.644356
EL ZAPOTE,18.614553,-103.609645
EL ZAPOTE,18.457482,-102.888869
EL ZAPOTE,18.53007,-102.794939
EL ZAPOTE,18.282777,-102.323333
EL ZAPOTE,18.048009,-102.503501
EL ZAPOTE,19.03111,-101.219444
EL ZAPOTE,19.171129,-101.261886
EL ZAPOTE,19.206389,-101.313889
EL ZAPOTE,18.271465,-102.20084
EL ZAPOTE,20.059444,-101.803333
EL ZAPOTE,18.177137,-102.519216
EL ZAPOTE,18.626932,-100.856384
EL ZAPOTE,19.531117,-101.488424
EL ZAPOTE,18.27414,-102.742968
EL ZAPOTE,19.091147,-101.127185
EL ZAPOTE,18.503469,-103.143584
EL ZAPOTE,18.19701,-102.37916
EL ZAPOTE,18.775776,-102.564995
EL ZAPOTE,20.261261,-102.077588
EL ZAPOTE,19.874369,-101.139247
EL ZAPOTE,19.139239,-102.819699
EL ZAPOTE,18.911058,-101.402407
EL ZAPOTE,19.124388,-101.555287
EL ZAPOTE,19.040797,-101.328494
EL ZAPOTE,19.122467,-101.37045
EL ZAPOTE,19.4975,-100.8925
EL ZAPOTE,19.761858,-101.727813
EL ZAPOTE,19.87485,-100.642998
EL ZAPOTE [COLONIA AGRÍCOLA],19.840026,-101.020923
EL ZAPOTE DE MADERO,18.385642,-103.525645
EL ZAPOTE GRANDE,19.17691,-100.782825
EL ZAPOTILLO,18.220947,-102.773542
EL ZAPOTILLO,19.454672,-100.91137
EL ZAPOTITO,18.860556,-103.413056
EL ZAPOTITO,18.660268,-100.865821
EL ZAPOTITO,19.129377,-101.06705
EL ZAPOTITO,19.296619,-101.178263
EL ZAPOTITO,19.008059,-101.000298
EL ZAPOTITO,19.097218,-101.230929
EL ZAPOTITO,18.807561,-103.321331
EL ZAPOTITO,19.035584,-100.831182
EL ZAPOTITO,19.358126,-100.819968
EL ZAPOTITO,19.486421,-100.876485
EL ZAPOTITO,19.962322,-102.653236
EMILIANO ZAPATA,19.66002,-101.238882
EMILIANO ZAPATA,19.784237,-101.701292
EMILIANO ZAPATA,19.877807,-101.073402
EMILIANO ZAPATA,19.339902,-101.935309
EMILIANO ZAPATA,19.991487,-102.615154
EMILIANO ZAPATA [COLONIA],19.927949,-101.726261
ENÁNDIRO,19.270651,-102.402661
ERÉNDIRA,19.101615,-102.561198
ERNESTO RODRÍGUEZ [COLONIA],18.962778,-101.793889
ESPAÑITA,,
ESPINOSA,18.476319,-102.257982
ESTACIÓN NUEVA ITALIA,19.065556,-102.086389
ESTANCIA DE IGARTUA,19.962234,-102.344681
ESTIMUCHA,18.524989,-101.364445
ESTOPILA,18.493951,-103.335287
ETÚCUARO,19.420378,-101.214567
ETÚCUARO,19.892409,-102.130935
EXTRANJERO EN TRANSITO,,
FELIPE CARRILLO PUERTO,19.896682,-101.039192
FELIPE CARRILLO PUERTO (LA RUANA),19.160928,-102.708826
FINCAS DE INGUARÁN,18.878125,-101.655787
FRACCIONAMIENTO MANUEL J. CLOUTHIER (LAS CASITAS),20.283398,-102.008934
FRACCIONAMIENTO SAN MIGUEL,19.678964,-101.288395
FRANCISCO I. MADERO (EL PANTANO),19.701121,-101.030518
FRANCISCO J. MÚJICA (LA GUARACHA),19.913494,-102.163754
FRANCISCO SARABIA (CERRITO PELÓN),20.030212,-102.702557
FRANCISCO SERRATO (SAN BARTOLO),19.491997,-100.256438
FRANCISCO VILLA,19.75096,-101.167002
FRANCISCO VILLA,19.873889,-100.936646
FRANCISCO VILLA (POTRERILLOS),19.247181,-100.685929
GALEANA,19.092635,-102.48562
GALEANA,18.262887,-102.175614
GALEANA,20.0349,-101.572693
GÁMBARA,18.930899,-102.113253
GENERAL FRANCISCO VILLA (LAS CRUCES),18.745511,-102.251442
GIL,20.033936,-102.063175
GILDARDO MAGAÑA,,
GILDARDO MAGAÑA (LOS ÁNGELES),,
GODINO,20.231925,-101.577009
GÓMEZ FARÍAS,19.92057,-102.162689
GRACIANO SÁNCHEZ (EL SOCORRO),18.648954,-102.231495
GUADALAJARA,,
GUADALUPE NORTE (LA HACIENDITA),20.168963,-101.712939
GUADALUPE SUR,20.110569,-101.786799
GUANAJUATILLO (COLONIA EL EDÉN),,
GUÁNDARO,20.191492,-101.874754
GUANORO,19.339645,-100.401617
GUÁSCUARO DE MÚGICA,19.798444,-102.521182
GUAYABO BUENAVISTA,20.187014,-101.738387
GUAYABO CHICO,19.178201,-100.377119
GUAYABO NUEVO,18.945956,-102.17476
HACIENDA DEL CARMEN,,
HACIENDA VIEJA,18.627023,-101.011145
HACIENDA VIEJA,18.729466,-101.817416
HÉROES DE LA REVOLUCIÓN,20.180555,-101.705556
HERÓICA ZITÁCUARO,19.43718,-100.357486
HERVIDERO Y PLANCHA (CUAUHTÉMOC),19.620195,-100.351254
HIHUITLÁN,18.879447,-103.400895
HOLANDA,18.919331,-102.378047
HUACAZ (PUEBLO NUEVO),19.208471,-100.687202
HUAJÚMBARO,19.681378,-100.74209
HUÁNCITO,19.847354,-102.068435
HUANGUITÍO,19.397132,-100.486248
HUANIMORO,19.901964,-100.502024
HUANIMORO,19.640646,-100.455229
HUANIQUEO,19.649692,-100.525468
HUANIQUEO,19.338836,-101.648843
HUANIQUEO DE MORALES,19.898995,-101.505151
HUARICHO,19.3817,-102.457349
HUATAJO,20.179174,-101.471568
HUATARILLO,19.565809,-102.459314
HUATZANGIO,19.583861,-101.404152
HUATZIRÁN,19.014304,-101.919114
HUETAMO DE NÚÑEZ,,
HUITZO,19.985425,-102.074124
HUIXTLA,,
IBARRA,20.230934,-102.624014
ICHACHICO,19.213821,-101.872004
ICHAMIO,18.951706,-101.825849
IGNACIO LÓPEZ RAYÓN (COYOTA PRIMERA MANZANA),19.382406,-100.43453
IMBARÁCUARO,19.582777,-102.424166
INDAPARAPEO,19.790059,-100.968492
INFIERNILLO,18.512134,-102.258099
INFIERNILLO (MORELOS DE INFIERNILLO),18.292939,-101.901978
IRAPEO,19.692591,-101.056903
IRAPEO,18.940183,-101.391391
IRIMBO,19.697487,-100.4791
ISAAC ARRIAGA (SANTA ANA MANCERA),20.245249,-101.495145
ISLA DE CIRIO (ISLA DE LOS PUERCOS),,
IXTAPALUCA,,
IXTAPAN DEL ORO,,
IXTAPILLA,18.418408,-103.532263
IXTLAHUACÁN,,
IXTLÁN DE LOS HERVORES,20.168365,-102.394624
IZTAPALAPA,,
IZTARO,19.327609,-101.754469
J. JESÚS DÍAZ TZIRIO,19.766111,-102.399765
JACONA DE PLANCARTE,19.956322,-102.306023
JAMANDÚCUARO,20.023169,-102.04038
JANAMBO,20.206816,-101.526737
JANAMUATO,20.099722,-101.583611
JANINDIPO,19.009754,-100.882472
JAPACURIO,20.307904,-101.962956
JARIPEO,19.679853,-101.084375
JARIPEO,19.654551,-100.488244
JARIPO,19.937396,-102.594432
JAZMÍN,19.190071,-102.109866
JAZMÍN,18.599653,-100.79251
JAZMÍN,18.192576,-102.741978
JERÉCUARO,19.77833,-101.308103
JESÚS DE NAZARENO (LA HACIENDA),19.62266,-100.329904
JESÚS MARÍA,19.874902,-101.478552
JICALÁN (LA PINERITA),19.382634,-102.076106
JIQUILPAN DE JUÁREZ,19.989719,-102.718563
JOSÉ ABADIANO (LOS ALTOS),19.994177,-102.871792
JOSÉ MARÍA MORELOS (LA YEGÜERÍA),,
JUANA ANTONIA,18.901552,-103.329583
JUNGAPEO DE JUÁREZ,19.458725,-100.494612
JUNGAPEO DE JUAREZ 1,,
KILÓMETRO 23,19.670197,-101.005913
LA ALDEA,19.742661,-101.13563
LA ANGOSTURA,18.084378,-102.524299
LA ANGOSTURA,19.363492,-102.496279
LA ANGOSTURA,19.52794,-101.316031
LA ANGOSTURA,19.495732,-102.38569
LA ANGOSTURA,18.621415,-102.905331
LA ANGOSTURA,18.554335,-100.881835
LA ANGOSTURA,19.158611,-101.473333
LA ANGOSTURA,18.406111,-102.379444
LA ANGOSTURA,20.229211,-101.940499
LA ANGOSTURA,18.403721,-102.374782
LA ANGOSTURA,18.487777,-102.419722
LA ANGOSTURA,18.918549,-101.324356
LA ANGOSTURA,18.858976,-101.421577
LA ANGOSTURA,18.797762,-101.381932
LA ANGOSTURA,19.12233,-101.529504
LA ANGOSTURA,20.195382,-102.441833
LA BARRANCA,18.302018,-102.428068
LA BARRANCA,18.673633,-101.047135
LA BARRANCA,19.130352,-101.462106
LA BARRANCA,19.248727,-100.449605
LA BARRANCA,20.080164,-101.443486
LA BARRANCA,20.223958,-102.17233
LA BARRANCA,18.980833,-101.465556
LA BARRITA (LA BARRA CHICA),19.167366,-101.649659
LA BEJUQUERA,18.886793,-101.070314
LA BEJUQUERA,19.258794,-101.102377
LA BEJUQUERA,18.364602,-103.341127
LA BEJUQUERA,18.879438,-102.536113
LA BEJUQUERA,18.12062,-102.732005
LA BEJUQUERA,19.056048,-100.983724
LA BEJUQUERA,18.760213,-101.277567
LA CABRA,18.780543,-102.762937
LA CALABAZA,19.552333,-102.519724
LA CALABAZA,18.76739,-102.764608
LA CALABAZA,18.545234,-103.13219
LA CALERA,18.967908,-100.946967
LA CALERA,18.103333,-102.498055
LA CALERA,20.022499,-102.420833
LA CALERA,19.432238,-100.525403
LA CALERA,19.06642,-101.220238
LA CALERA,19.63076,-100.331787
LA CALERA,18.498333,-102.209167
LA CALERA,19.48045,-100.603565
LA CALERA,18.313687,-102.264579
LA CALERA,18.293108,-102.744464
LA CALERA,18.862996,-100.672224
LA CALERA,19.639288,-102.512119
LA CALERA,19.339431,-100.682875
LA CALERA,19.580626,-100.953681
LA CALERA,19.372222,-100.346389
LA CALERA,19.427462,-100.386633
LA CALERA (NACIMIENTOS),20.275247,-101.574715
LA CANDELARIA,18.719447,-101.622276
LA CAÑA,,
LA CAÑADA,,
LA CEBADILLA (LAS PITAS),19.119422,-101.834033
LA CHICHIHUA,18.747296,-103.220326
LA CIÉNEGA,19.655647,-100.527838
LA CIÉNEGA,18.707778,-103.341878
LA CIÉNEGA,19.211026,-101.258427
LA CIÉNEGA,19.553889,-101.553889
LA CIÉNEGA,18.351376,-102.843104
LA CIÉNEGA,19.238789,-101.771867
LA CIÉNEGA,19.641333,-100.42231
LA CIÉNEGA,18.518913,-103.125815
LA CIÉNEGA,19.636944,-100.421666
LA CIÉNEGA,19.251753,-102.371726
LA CIÉNEGA,18.84107,-103.035706
LA CIÉNEGA,19.146992,-101.724542
LA CIÉNEGA,20.217517,-100.289808
LA CIÉNEGA,19.398842,-101.270642
LA CIÉNEGA,19.385,-101.0575
LA CIÉNEGA,19.377223,-102.17498
LA CIÉNEGA,19.310655,-101.418157
LA CIÉNEGA,19.496856,-100.521666
LA CIÉNEGA,18.769888,-103.312759
LA CIÉNEGA,18.885247,-102.970249
LA CIÉNEGA,18.745409,-102.899939
LA CIÉNEGA,18.553822,-102.936465
LA CIÉNEGA,18.186865,-102.87653
LA CIÉNEGA,18.581453,-101.407084
LA CIÉNEGA,19.7481,-101.037613
LA CIÉNEGA,19.102753,-102.921884
LA CIÉNEGA,18.987777,-100.564167
LA CIÉNEGA,19.546618,-100.40052
LA CIÉNEGA,19.569085,-100.892869
LA CIÉNEGA (LOS NARANJOS),19.374164,-101.820134
LA CIÉNEGA DEL DIEZMO,18.461498,-103.298521
LA COFRADÍA,19.992444,-102.782386
LA COFRADÍA,19.561935,-102.458488
LA COFRADÍA,19.298405,-101.405428
LA COFRADÍA,19.569116,-101.215679
LA COFRADÍA,18.329843,-103.234935
LA COFRADÍA,18.893679,-102.319028
LA COFRADÍA,20.064753,-101.828399
LA COFRADÍA,19.866783,-102.159468
LA COFRADÍA,18.991987,-101.15128
LA COFRADÍA,20.069209,-101.591986
LA COFRADÍA,18.820542,-103.121995
LA COFRADÍA,19.887222,-101.209722
LA COFRADÍA,18.995,-100.805278
LA COFRADÍA,19.057669,-101.390594
LA COFRADÍA,19.639439,-100.919385
LA COFRADÍA,19.439236,-102.02098
LA COFRADÍA,19.775816,-101.733289
LA COFRADÍA DE OSTULA,18.554469,-103.423209
LA COLONIA,19.158636,-100.664526
LA COMPAÑÍA,,
LA COMPUERTA,18.537823,-101.330536
LA COMPUERTA,18.444982,-102.709314
LA CONCEPCIÓN,19.508899,-100.766454
LA CONCEPCIÓN,19.415997,-101.207255
LA CONCEPCIÓN,18.201422,-102.494883
LA CONCEPCIÓN,19.704212,-101.310436
LA CORALILLA,18.300586,-102.824914
LA CORTINA,19.187051,-101.92464
LA CORTINA,19.871944,-100.480833
LA CORTINA,19.378646,-102.021279
LA CORTINA,19.39148,-100.424821
LA CRUZ DEL COIRE,18.371155,-103.300933
LA CUCHARA DEL DIEZMO,18.47208,-103.295027
LA CUCHILLA,18.82849,-103.241943
LA CUCHILLA,18.809167,-100.788333
LA CUCHILLA,19.249339,-102.361036
LA CUCHILLA,18.972224,-101.662271
LA CUCHILLA,18.683877,-100.795475
LA CUCHILLA,18.480611,-100.8302
LA CUCHILLA,19.270057,-102.555297
LA CUCHILLA,19.323434,-101.388961
LA CUCHILLA,19.93856,-102.257954
LA CUCHILLA,18.223814,-102.393002
LA CUCHILLA,18.870285,-100.795609
LA CUCHILLA,19.009573,-101.368219
LA CUESTITA,20.171595,-101.955959
LA CUESTITA,20.06504,-102.490549
LA ENCARNACIÓN,19.411447,-100.393154
LA ENRAMADA,18.962503,-103.214084
LA ENTRADA DE PUENTE ALTO,19.125004,-101.724792
LA ERMITA,19.709803,-100.605373
LA ERMITA,19.026997,-101.434317
LA ERMITA (NUEVA JERUSALÉN),19.076654,-101.506994
LA ESCALERA,19.60204,-101.019412
LA ESCONDIDA,19.335569,-100.40629
LA ESCONDIDA,19.433242,-101.146957
LA ESCONDIDA,18.744021,-103.392006
LA ESCONDIDA,19.054055,-101.126023
LA ESCONDIDA,19.157666,-101.339352
LA ESCONDIDA,19.45895,-102.256759
LA ESCONDIDA,18.158688,-102.769576
LA ESCONDIDA,18.810713,-103.002739
LA ESCONDIDA,19.211457,-101.641217
LA ESCONDIDA,18.679125,-103.573246
LA ESCONDIDA,18.607222,-102.7975
LA ESCONDIDA,19.177468,-102.247444
LA ESCONDIDA,18.151835,-102.593275
LA ESCONDIDA,19.446894,-102.409013
LA ESCONDIDA,19.252583,-101.128863
LA ESCONDIDA,19.049423,-102.955481
LA ESCONDIDA,19.469447,-101.852782
LA ESCONDIDA,19.247498,-101.024865
LA ESCONDIDA,18.884117,-100.824953
LA ESCONDIDA,19.243458,-100.656827
LA ESCONDIDA,19.389847,-100.964366
LA ESCONDIDA,19.335811,-102.16464
LA ESCONDIDA,19.549444,-102.329999
LA ESCONDIDA,19.88412,-101.774243
LA ESMERALDA (LA FÁBRICA),19.349434,-101.769835
LA ESPERANZA,20.054534,-102.410671
LA ESPERANZA,19.789251,-102.750333
LA ESPERANZA,18.832628,-103.591421
LA ESPERANZA,19.108058,-102.528955
LA ESPERANZA,18.906172,-103.548906
LA ESPERANZA,18.500084,-100.877595
LA ESPERANZA,19.800895,-102.587855
LA ESPERANZA,19.657419,-101.521488
LA ESPERANZA,18.691837,-103.656716
LA ESPERANZA,19.541085,-101.165853
LA ESPERANZA,18.363122,-100.654122
LA ESPERANZA,19.324407,-101.428836
LA ESPERANZA,19.078824,-101.77279
LA ESPERANZA,19.997481,-103.031285
LA ESPERANZA,19.594062,-102.492667
LA ESPERANZA,19.485691,-100.727539
LA ESPERANZA,18.697949,-102.339597
LA ESPERANZA,19.304883,-102.061931
LA ESPERANZA,19.494691,-102.058344
LA ESPERANZA (COLONIA LA ESPERANZA),20.286076,-102.063587
LA ESTANCIA,19.213929,-102.179864
LA ESTANCIA,19.976737,-101.304403
LA ESTANCIA,19.79474,-100.826424
LA ESTANCIA,18.765051,-102.788859
LA ESTANCIA,18.700984,-100.820141
LA ESTANCIA,19.688219,-101.106567
LA ESTANCIA,19.077121,-101.107436
LA ESTANCIA,18.559167,-101.112222
LA ESTANCIA,19.588103,-101.307566
LA ESTANCIA,19.205027,-101.288767
LA ESTANCIA,19.254899,-101.163666
LA ESTANCIA,19.096955,-100.641204
LA ESTANCIA,19.703444,-102.45714
LA ESTANCIA DE AMEZCUA,20.007411,-102.246992
LA ESTANCIA DEL RÍO,20.07144,-101.709317
LA ESTANCIA GRANDE,18.971567,-101.218393
LA ESTANZUELA,20.118869,-102.371863
LA ESTANZUELA,18.603403,-103.457911
LA ESTANZUELA,19.163401,-102.950054
LA EXCUSA,20.142292,-101.491386
LA FLORIDA,18.822318,-101.102687
LA FLORIDA,18.678363,-100.974032
LA FLORIDA,19.884321,-102.228349
LA FLORIDA,19.357979,-100.503458
LA FLORIDA,20.158459,-102.3965
LA FLORIDA,19.316869,-101.865943
LA FLORIDA,19.516557,-101.343909
LA FLORIDA,18.610032,-100.897043
LA FLORIDA,18.929411,-102.056385
LA FLORIDA,18.957222,-100.694166
LA GALLINA,19.209191,-102.048178
LA GALLINA,18.775784,-103.051459
LA GALLINA,18.699346,-102.736592
LA GALLINA,20.051928,-102.361001
LA GARITA,18.627132,-101.313714
LA GARITA,18.406592,-102.259331
LA GARITA,19.477788,-100.487065
LA GARITA,20.060925,-100.240428
LA GARITA,18.68397,-101.013385
LA GARITA,18.530684,-102.444237
LA GARITA,18.470867,-102.766329
LA GARITA,18.890555,-101.326944
LA GARITA DE COATEPEC,19.424999,-100.389722
LA GIRONDA (HACIENDA LA GIRONDA),19.453701,-100.349886
LA GRANJA,20.050299,-102.46487
LA GRANJA,19.971815,-101.303558
LA GRANJA,20.170394,-101.72391
LA GRANJA,18.727716,-102.783459
LA GRANJA,19.47548,-100.48997
LA GRANJA,19.938255,-100.441545
LA GRANJA,19.771343,-101.205577
LA GRANJA,19.863889,-100.193889
LA GRANJA,20.029999,-102.206111
LA GRINGA,18.912778,-103.526666
LA GRINGA,18.826897,-103.135224
LA GUACAMAYA,18.79605,-103.057766
LA GUACAMAYA,19.486226,-100.712439
LA GUACAMAYA,19.111876,-100.579516
LA GUACAMAYA,19.542472,-101.000782
LA GUADALUPE,18.722821,-103.171369
LA GUADALUPE,19.208548,-101.879822
LA GUADALUPE,18.71971,-102.915632
LA GUADALUPE,19.039097,-102.767437
LA GUADALUPE,19.515594,-102.078307
LA GUAYABERA,18.707949,-103.120496
LA GUAYABERA,19.965492,-102.31181
LA GUAYABERA,18.321242,-103.463015
LA GUAYABERA,18.739322,-102.655197
LA GUAYABERA,18.67826,-103.584058
LA GUAYABERA,18.525246,-102.481877
LA HIGUERA DE LA VIRGEN,18.716965,-102.756748
LA HIGUERITA (COLONIA SAN RAFAEL),19.620106,-102.485259
LA HIGUERITA JALPA,19.479669,-102.519064
LA HUACANA,18.534236,-100.793761
LA HUACANA,18.962887,-101.808867
LA HUACANA,18.798777,-101.14938
LA HUERTA (HACIENDA DE LA HUERTA),19.098718,-102.286929
LA HUINA (LA HUINA UNO),19.107684,-102.51892
LA HUIZACHERA (EL HUIZACHAL),18.38953,-100.678975
LA IBÉRICA (LA GOTERA),19.16511,-101.916259
LA JABONERA,20.028573,-102.448339
LA JABONERA,19.92908,-101.766119
LA JABONERA,20.20296,-100.308987
LA JABONERA,18.854459,-100.798374
LA JABONERA,19.969831,-102.119246
LA JOYA,19.167228,-101.240843
LA JOYA,18.79231,-102.597851
LA JOYA,19.476158,-102.442338
LA JOYA,18.680768,-102.914908
LA JOYA,19.028945,-102.208386
LA JOYA,18.758333,-102.884444
LA JOYA,19.68056,-100.428522
LA JOYA,18.790142,-102.638818
LA JOYA,18.602425,-103.075259
LA JOYA,18.756491,-101.209967
LA JOYA,19.492362,-100.814492
LA JOYA,19.482086,-100.80699
LA JOYA,18.675193,-103.064388
LA JOYA,18.659661,-100.899935
LA JOYA,18.573098,-103.429731
LA JOYA,18.770137,-102.90777
LA JOYA,18.596815,-100.927601
LA JOYA,19.283914,-100.979477
LA JOYA,19.093344,-100.928909
LA JOYA,18.67247,-102.4635
LA JOYA,18.402778,-102.672222
LA JOYA,18.827442,-101.398112
LA JOYA,19.066111,-101.460556
LA JOYA,19.383926,-100.94263
LA JOYA,19.554713,-102.31063
LA JOYA,19.361687,-102.118736
LA JOYA,19.465244,-102.037861
LA JOYA,19.401339,-102.001895
LA JOYA,20.273199,-102.155474
LA JOYA,19.904661,-100.677479
LA JOYA DE ÁLVAREZ,18.935539,-101.772724
LA JUANA MARÍA,18.88898,-103.302296
LA LABOR,19.956977,-101.319311
LA LABOR,18.540629,-103.439439
LA LABOR (EJIDO DE INDEPENDENCIA),20.037149,-102.212304
LA LAGUNA,18.736753,-102.937155
LA LAGUNA,19.917343,-101.012553
LA LAGUNA,19.7563,-101.050986
LA LAGUNA,20.207731,-100.184161
LA LAGUNA,19.027435,-101.971243
LA LAGUNA,18.637225,-101.639701
LA LAGUNA,18.741135,-100.911054
LA LAGUNA,19.088056,-102.056664
LA LAGUNA,18.739469,-102.757613
LA LAGUNA,18.91812,-103.19952
LA LAGUNA,19.980397,-102.332768
LA LAGUNA,18.647428,-101.059954
LA LAGUNA,19.789878,-101.149023
LA LAGUNA,19.534398,-102.639134
LA LAGUNA,18.569046,-102.667961
LA LAGUNA,18.987902,-101.433277
LA LAGUNILLA,19.113591,-101.053635
LA LAGUNILLA,19.046811,-101.12972
LA LAGUNILLA,19.786212,-100.521187
LA LAGUNILLA,19.179722,-101.179999
LA LAGUNILLA,19.288653,-102.346111
LA LAGUNILLA,19.152168,-100.438061
LA LAGUNILLA,18.120318,-102.481387
LA LAGUNILLA,19.354378,-101.936072
LA LAGUNILLA,19.820591,-100.192507
LA LAGUNILLA,19.645805,-102.584737
LA LAGUNILLA,19.024164,-101.575161
LA LAGUNILLA,19.235507,-100.893837
LA LAGUNILLA,19.873317,-100.818995
LA LAGUNILLA,19.378815,-101.938589
LA LAJA,18.636206,-101.323234
LA LAJA,18.33367,-102.849624
LA LAJA,19.83705,-100.311005
LA LAJA,18.434166,-103.116666
LA LAJA,18.9318,-101.614257
LA LAJA,18.197777,-102.101667
LA LAJA,19.58033,-101.741634
LA LAJA,18.853063,-102.792097
LA LAJA,19.490994,-101.309301
LA LAJA,18.931314,-101.867259
LA LAJA,19.856773,-100.222404
LA LAJA,18.796417,-100.879037
LA LAJA,19.124798,-101.678777
LA LAJA,19.262778,-101.763611
LA LAJA,19.334313,-100.519492
LA LAJA,19.290052,-101.019717
LA LAJA,18.790411,-102.658589
LA LAJA,18.213657,-102.921605
LA LAJA,19.443061,-102.461003
LA LAJA,19.440552,-102.429652
LA LAJA,18.979104,-101.463578
LA LAJA,18.968082,-101.575214
LA LAJA,18.986796,-101.305885
LA LAJA,19.425445,-100.85157
LA LAJA,19.369355,-100.915122
LA LAJA,19.897654,-100.741799
LA LAJITA,19.409167,-100.749166
LA LAJITA,18.907496,-100.905081
LA LAJITA,18.9837,-101.07311
LA LAJITA,19.00112,-101.913309
LA LAJITA,18.259628,-102.362083
LA LAJITA,18.655244,-101.699464
LA LAJITA,18.918713,-102.307386
LA LAJITA,19.05617,-101.040598
LA LAJITA,18.543611,-102.42361
LA LAJITA,19.39315,-100.597294
LA LAJITA,19.560438,-100.959085
LA LAJITA (LOS BERMEJOS),18.408244,-102.148822
LA LIMONERA,18.893077,-103.407171
LA LIMONERA,18.110956,-102.62671
LA LIMONERA,19.079166,-102.363333
LA LIMONERA,18.887847,-102.718064
LA LIMONERA,18.430165,-102.277022
LA LIMONERA,18.375934,-102.922344
LA LIMONERA,19.207004,-101.096394
LA LIMONERA,18.992194,-102.091794
LA LIMONERA,18.719954,-103.695914
LA LIMONERA,18.620926,-102.925222
LA LIMONERA,18.562679,-103.229754
LA LIMONERA,18.318333,-102.724444
LA LIMONERA,18.849985,-102.574203
LA LIMONERA,18.576727,-103.510454
LA LIMONERA,19.537781,-102.654286
LA LIMONERA,19.038375,-101.316422
LA LOMA,19.568243,-101.037389
LA LOMA,18.64,-102.77342
LA LOMA,19.908056,-100.304444
LA LOMA,19.403714,-102.109811
LA LOMA,20.018888,-102.411944
LA LOMA,19.594166,-102.458889
LA LOMA,19.283055,-101.088333
LA LOMA,18.951804,-102.918055
LA LOMA,20.303056,-101.984166
LA LOMA,19.397222,-101.2975
LA LOMA,19.636389,-101.905278
LA LOMA,20.128333,-101.918144
LA LOMA,18.543333,-102.762222
LA LOMA,20.119018,-101.772283
LA LOMA,19.93203,-102.332725
LA LOMA,19.574796,-101.448846
LA LOMA,19.746389,-100.285833
LA LOMA,19.181256,-101.420214
LA LOMA,19.237534,-100.333048
LA LOMA,19.51048,-102.425127
LA LOMA,18.99338,-102.726732
LA LOMA,19.824664,-100.170509
LA LOMA,19.360723,-102.061069
LA LOMA,19.988397,-102.192104
LA LOMA,19.882237,-100.697719
LA LOMA,20.246792,-101.539259
LA LOMA,20.302051,-101.484648
LA LOMA,20.239383,-101.628841
LA LOMA (TERCERA MANZANA DE SAN MIGUEL),19.412985,-100.364321
LA LUZ,20.135684,-101.895953
LA LUZ,19.225719,-101.46947
LA LUZ,19.982589,-101.509639
LA LUZ,20.152208,-102.484397
LA LUZ,19.72962,-101.385479
